method,mean_accuracy,sd_accuracy,mean_balanced_accuracy,sd_balanced_accuracy,mean_macro_f1,sd_macro_f1
fold_median_imputed,0.8167344412933858,0.016401329922893004,0.68981129572087,0.052810281179224164,0.6793555423620624,0.04417701759653208
native_missing,0.819465212564959,0.015149370986208577,0.692725291220109,0.05199430025613669,0.681688248160179,0.04189476335781799
