n_publications,n_samples,publication_equal_mean_accuracy,publication_equal_mean_accuracy_ci_low,publication_equal_mean_accuracy_ci_high,publication_median_accuracy,publication_accuracy_q25,publication_accuracy_q75,fraction_publications_below_0_5,fraction_publications_zero_accuracy,fraction_publications_perfect_accuracy,sample_weighted_accuracy
462,10086,0.7937322577965662,0.7653279041176823,0.8223158748735111,0.9696691176470589,0.6666666666666666,1.0,0.15151515151515152,0.06926406926406926,0.47619047619047616,0.8517747372595678
