class,feature,bin,x_median,x_min,x_max,shap_median,shap_mean,shap_q25,shap_q75,n
MORB,SR(PPM),10,324.0,313.046309395204,337.56,-0.8231473565101624,-0.9090402722358704,-1.1157174110412598,-0.7451559901237488,549
MORB,SR(PPM),11,356.0,337.638,379.0,-0.8831521272659302,-0.8947758078575134,-1.0751044750213623,-0.706986665725708,551
MORB,SR(PPM),12,403.0,379.9,436.0,-0.9338129162788391,-0.9464159607887268,-1.1443109512329102,-0.7554223537445068,554
MORB,SR(PPM),13,479.0,436.34,522.0,-0.8385552167892456,-0.8577045798301697,-0.9847744703292847,-0.7088603973388672,544
MORB,SR(PPM),14,589.711980702667,522.03,674.0,-0.919877827167511,-0.9608476758003235,-1.06618070602417,-0.8238478899002075,549
MORB,SR(PPM),15,827.95,675.0,6404.0,-1.346994400024414,-1.2744410037994385,-1.5199940204620361,-0.9985612630844116,550
MORB,Y(PPM),1,16.0,4.0,18.25,-1.3001214265823364,-1.2702202796936035,-1.4416353702545166,-1.097421646118164,527
MORB,Y(PPM),2,19.7,18.2905366817589,20.7134756968179,-1.1805400848388672,-1.1792328357696533,-1.3536841869354248,-1.0240029096603394,524
MORB,Y(PPM),3,21.7,20.74085,22.41107398926655,-0.9190711379051208,-0.9325572848320007,-1.101728916168213,-0.7338065505027771,526
MORB,Y(PPM),4,23.3,22.44,24.0,-0.758293867111206,-0.7611958384513855,-0.8963910341262817,-0.6249903440475464,732
MORB,Y(PPM),5,24.950000000000003,24.0173791835469,25.0,-0.33373749256134033,-0.34322720766067505,-0.4148743152618408,-0.2536407709121704,395
MORB,Y(PPM),6,26.0,25.00388919774095,26.43,-0.2218492031097412,-0.21587440371513367,-0.28072065114974976,-0.1538495272397995,449
MORB,Y(PPM),7,27.1,26.434,28.0,-0.1534213423728943,-0.14108122885227203,-0.21692657470703125,-0.07310947775840759,632
MORB,Y(PPM),8,29.0,28.000591559167,29.700000000000003,-0.07043059915304184,-0.05955018848180771,-0.13179461658000946,-0.01160123385488987,418
MORB,Y(PPM),9,30.384999999999998,29.74403918116915,31.0,0.052357107400894165,0.06193874403834343,-0.009451383724808693,0.108210988342762,576
MORB,Y(PPM),10,32.2,31.01,33.0,0.2024431675672531,0.215956911444664,0.15143999457359314,0.26401612162590027,567
MORB,Y(PPM),11,34.0,33.0049747660144,35.0,0.2888360619544983,0.3167485296726227,0.2329021692276001,0.3650948703289032,456
MORB,Y(PPM),12,36.8278956943602,35.05,38.0,0.3719111680984497,0.4182315468788147,0.302182674407959,0.486815482378006,573
MORB,Y(PPM),13,40.0,38.00665416339845,42.0,0.46650969982147217,0.517989993095398,0.3954820930957794,0.5597265362739563,528
MORB,Y(PPM),14,44.38545,42.0926712629227,47.0,0.6615879535675049,0.7005072236061096,0.5743933916091919,0.7411718964576721,462
MORB,Y(PPM),15,53.0,47.1,316.83,0.6979847550392151,0.7216888666152954,0.6474120616912842,0.7442201375961304,516
OIB,TIO2(WT%),1,0.72,0.18,0.841,-2.211564540863037,-2.129519462585449,-2.457507371902466,-1.8995130062103271,672
OIB,TIO2(WT%),2,0.96,0.847,1.05,-1.9605698585510254,-1.9152779579162598,-2.2292308807373047,-1.619808316230774,681
OIB,TIO2(WT%),3,1.13,1.05253148949041,1.2,-1.7102556228637695,-1.714916467666626,-2.0243377685546875,-1.4370648860931396,700
OIB,TIO2(WT%),4,1.274,1.201,1.35,-1.3401426076889038,-1.3546427488327026,-1.6202174425125122,-1.0840630531311035,661
