class,feature,mean_abs_shap,spearman_rho,spearman_p,q25,q75,low_q_mean_shap,high_q_mean_shap,delta_high_minus_low,direction,n_measured,n_missing,missing_rate,missing_mean_shap,class_rank
CAB,NI(PPM),0.23943979,-0.2966203273763232,1.5030417479672961e-155,44.0,124.1,-0.004688892,-0.20129244,-0.19660355,LOWER_VALUE_MORE_POSITIVE,7668,2418,0.23973825104104698,0.06668552756309509,14
CAB,V(PPM),0.23924881,-0.7805885901608808,0.0,250.0,353.0,0.21048366,-0.25128374,-0.46176738,LOWER_VALUE_MORE_POSITIVE,6962,3124,0.30973626809438826,-0.2753218412399292,15
CAB,MGO(WT%),0.20047659,0.4393703678200101,0.0,5.2816094666395745,8.05,-0.1831817,0.07017784,0.25335956,HIGHER_VALUE_MORE_POSITIVE,10075,11,0.001090620662304184,-0.7036404609680176,16
CAB,CAO(WT%),0.17888872,-0.1767850457035665,1.6370042442943668e-71,8.91,11.1,-0.20241007,-0.2058528,-0.0034427345,LOWER_VALUE_MORE_POSITIVE,10073,13,0.001288915328177672,-0.9759097695350647,17
CAB,ZR(PPM),0.13250433,0.7205091836309988,0.0,98.728685,194.0,-0.3235557,-0.012172537,0.31138316,HIGHER_VALUE_MORE_POSITIVE,8099,1987,0.19700575054531033,0.008627447299659252,18
CAB,CR(PPM),0.10206917,0.2613401511152093,4.401176881349682e-113,75.0,303.43,-0.10712051,-0.06991823,0.037202276,HIGHER_VALUE_MORE_POSITIVE,7222,2864,0.2839579615308348,-0.004638354759663343,19
CFB,FE_TOTAL(WT%),0.5177706,0.9684986373475319,0.0,10.10946,12.50722,-0.74749905,0.85241765,1.5999167,HIGHER_VALUE_MORE_POSITIVE,10077,9,0.000892325996430696,-1.6610493659973145,1
CFB,BA(PPM),0.5156111,0.9351514481031773,0.0,81.0,394.0,-0.7965756,1.0742356,1.8708112,HIGHER_VALUE_MORE_POSITIVE,7825,2261,0.2241721197699782,-0.1417035460472107,2
CFB,AL2O3(WT%),0.33928028,-0.8620866255007172,0.0,13.45,15.34,0.49598938,-0.396895,-0.8928844,LOWER_VALUE_MORE_POSITIVE,10079,7,0.000694031330557208,-0.9376683831214905,3
CFB,ZR(PPM),0.33015424,0.635006415382751,0.0,98.728685,194.0,-0.24149057,0.37863436,0.62012494,HIGHER_VALUE_MORE_POSITIVE,8099,1987,0.19700575054531033,-0.39971619844436646,4
CFB,NA2O(WT%),0.32720968,-0.8792759064146186,0.0,2.23,3.0,0.47401088,-0.3692565,-0.8432674,LOWER_VALUE_MORE_POSITIVE,10069,17,0.0016855046599246481,0.5070638060569763,5
CFB,NB(PPM),0.3196138,-0.4479926021062049,0.0,6.0,21.81,0.22800204,-0.16290644,-0.39090848,LOWER_VALUE_MORE_POSITIVE,7452,2634,0.2611540749553837,-0.18938717246055603,6
CFB,SIO2(WT%),0.2342948,-0.29993360365141686,1.0120488170664767e-208,48.14,51.56,0.2892255,0.08453923,-0.20468625,LOWER_VALUE_MORE_POSITIVE,10086,0,0.0,,7
CFB,MGO(WT%),0.21138139,-0.8480818690357987,0.0,5.2816094666395745,8.05,0.322361,-0.20817164,-0.5305326,LOWER_VALUE_MORE_POSITIVE,10075,11,0.001090620662304184,-0.6501797437667847,8
CFB,TIO2(WT%),0.20438342,-0.8875833292446844,0.0,1.31,2.7279225,0.30232573,-0.2773932,-0.57971895,LOWER_VALUE_MORE_POSITIVE,10078,8,0.000793178663493952,-0.9659250974655151,9
CFB,RB(PPM),0.1907285,0.7619224412908345,0.0,5.25,28.0,-0.09952528,0.38000667,0.47953194,HIGHER_VALUE_MORE_POSITIVE,7908,2178,0.21594289113622844,0.11495667695999146,10
CFB,NI(PPM),0.17878366,0.5412379053214917,0.0,44.0,124.1,-0.23439202,0.117965415,0.35235745,HIGHER_VALUE_MORE_POSITIVE,7668,2418,0.23973825104104698,-0.0738685205578804,11
CFB,CAO(WT%),0.15721644,-0.8104366339904954,0.0,8.91,11.1,0.16906266,-0.29374695,-0.46280962,LOWER_VALUE_MORE_POSITIVE,10073,13,0.001288915328177672,-0.7195011973381042,12
CFB,K2O(WT%),0.14463267,0.35256613929443903,5.488322563639804e-292,0.31,1.11575,-0.116638005,0.115344875,0.23198289,HIGHER_VALUE_MORE_POSITIVE,10050,36,0.003569303985722784,-0.21976423263549805,13
CFB,SR(PPM),0.14212945,0.15233668436704534,5.511658957959425e-44,179.95630649999998,390.0,-0.21108612,0.0229548,0.23404092,HIGHER_VALUE_MORE_POSITIVE,8243,1843,0.1827285346024192,0.08423866331577301,14
CFB,P2O5(WT%),0.12663911,-0.6348455845279346,0.0,0.15,0.41,0.19565107,-0.057557054,-0.25320813,LOWER_VALUE_MORE_POSITIVE,9929,157,0.015566131271068808,-0.4447236657142639,15
CFB,Y(PPM),0.100861035,-0.5324109102061377,0.0,23.4,36.0,0.076709144,-0.083676584,-0.16038573,LOWER_VALUE_MORE_POSITIVE,7881,2205,0.21861986912552053,-0.12579591572284698,16
CFB,MNO(WT%),0.07280314,0.1325594087090893,2.281457066360062e-40,0.16796267926630276,0.2,0.022692123,-0.00901792,-0.031710044,LOWER_VALUE_MORE_POSITIVE,9982,104,0.010311322625421376,-0.06264203041791916,17
CFB,CR(PPM),0.06728587,-0.13383429353951978,3.209386343570487e-30,75.0,303.43,-0.04002764,-0.04290856,-0.0028809197,LOWER_VALUE_MORE_POSITIVE,7222,2864,0.2839579615308348,0.030667325481772423,18
CFB,V(PPM),0.048792813,0.11966643092422716,1.2573558148826378e-23,250.0,353.0,-0.015289102,0.017258035,0.03254714,HIGHER_VALUE_MORE_POSITIVE,6962,3124,0.30973626809438826,0.007446777541190386,19
IAB,CAO(WT%),0.84218127,-0.9404605616868739,0.0,8.91,11.1,0.5812484,-1.7241421,-2.3053904,LOWER_VALUE_MORE_POSITIVE,10073,13,0.001288915328177672,-1.8226449489593506,1
IAB,AL2O3(WT%),0.78756607,0.8632638806745436,0.0,13.45,15.34,-1.3153766,0.09418236,1.409559,HIGHER_VALUE_MORE_POSITIVE,10079,7,0.000694031330557208,-1.1731021404266357,2
IAB,TIO2(WT%),0.4973282,-0.8774697066318136,0.0,1.31,2.7279225,0.12554999,-0.96921223,-1.0947622,LOWER_VALUE_MORE_POSITIVE,10078,8,0.000793178663493952,-0.7299909591674805,3
IAB,FE_TOTAL(WT%),0.42081884,-0.9156150898944849,0.0,10.10946,12.50722,0.17037283,-0.7343603,-0.9047331,LOWER_VALUE_MORE_POSITIVE,10077,9,0.000892325996430696,-0.4448249638080597,4
IAB,V(PPM),0.2813556,-0.1317119346343143,2.5620175480490414e-28,250.0,353.0,-0.24578106,-0.34611967,-0.10033861,LOWER_VALUE_MORE_POSITIVE,6962,3124,0.30973626809438826,0.20100370049476624,5
IAB,SR(PPM),0.25861052,0.5021205265801818,0.0,179.95630649999998,390.0,-0.77195144,-0.03632108,0.73563033,HIGHER_VALUE_MORE_POSITIVE,8243,1843,0.1827285346024192,-0.07571909576654434,6
