PAPER_ID,DATABASE,CV_GROUP_V4,PAPER_DOI,CITATION,PAPER_FIRST_AUTHOR,PAPER_YEAR,N_SAMPLES
PAPER|GEOROC|CITATION_ID|2167,GEOROC,PAPER|GEOROC|CITATION_ID|2167,,[2167] CROSS W (1915),CROSS,1915,29
PAPER|GEOROC|CITATION_ID|5976,GEOROC,PAPER|GEOROC|CITATION_ID|5976,,[5976] TSUBOI S. (1920),TSUBOI,1920,1
PAPER|GEOROC|CITATION_ID|2747,GEOROC,PAPER|GEOROC|CITATION_ID|2747,,[2747] WASHINGTON H. S. (1922),WASHINGTON,1922,25
PAPER|GEOROC|CITATION_ID|1437,GEOROC,PAPER|GEOROC|CITATION_ID|1437,,[1437] WASHINGTON H. S. (1923),WASHINGTON,1923,15
PAPER|GEOROC|CITATION_ID|1438,GEOROC,PAPER|GEOROC|CITATION_ID|1438,,[1438] WASHINGTON H. S. (1923),WASHINGTON,1923,16
PAPER|GEOROC|CITATION_ID|3246,GEOROC,PAPER|GEOROC|CITATION_ID|3246,,[3246] WASHINGTON H. S. (1926),WASHINGTON,1926,13
PAPER|GEOROC|CITATION_ID|2165,GEOROC,PAPER|GEOROC|CITATION_ID|2165,,[2165] DALY R. A. (1927),DALY,1927,5
PAPER|GEOROC|CITATION_ID|1483,GEOROC,PAPER|GEOROC|CITATION_ID|1483,,[1483] LACROIX A. (1928),LACROIX,1928,9
PAPER|GEOROC|CITATION_ID|1440,GEOROC,PAPER|GEOROC|CITATION_ID|1440,,[1440] WASHINGTON H. S. (1928),WASHINGTON,1928,11
PAPER|GEOROC|CITATION_ID|1320,GEOROC,PAPER|GEOROC|CITATION_ID|1320,,[1320] ESENWEIN P. (1930),ESENWEIN,1930,10
PAPER|GEOROC|CITATION_ID|3202,GEOROC,PAPER|GEOROC|CITATION_ID|3202,,[3202] PIGGOT C. S. (1931),PIGGOT,1931,1
PAPER|GEOROC|CITATION_ID|1433,GEOROC,PAPER|GEOROC|CITATION_ID|1433,,[1433] POWERS H. A. (1931),POWERS,1931,8
PAPER|GEOROC|CITATION_ID|3293,GEOROC,PAPER|GEOROC|CITATION_ID|3293,,[3293] BACKLUND H. G. (1932),BACKLUND,1932,2
PAPER|GEOROC|CITATION_ID|3021,GEOROC,PAPER|GEOROC|CITATION_ID|3021,,[3021] WAGER L. R. (1934),WAGER,1934,4
PAPER|GEOROC|CITATION_ID|4425,GEOROC,PAPER|GEOROC|CITATION_ID|4425,,[4425] TOMITA T. (1935),TOMITA,1935,10
PAPER|GEOROC|CITATION_ID|2020,GEOROC,PAPER|GEOROC|CITATION_ID|2020,,[2020] ASKELSSON J. (1936),ASKELSSON,1936,2
PAPER|GEOROC|CITATION_ID|1319,GEOROC,PAPER|GEOROC|CITATION_ID|1319,,[1319] LACROIX A. (1936),LACROIX,1936,43
PAPER|GEOROC|CITATION_ID|1484,GEOROC,PAPER|GEOROC|CITATION_ID|1484,,[1484] LACROIX A. (1936),LACROIX,1936,7
PAPER|GEOROC|CITATION_ID|1985,GEOROC,PAPER|GEOROC|CITATION_ID|1985,,[1985] LACROIX A. (1936),LACROIX,1936,1
PAPER|GEOROC|CITATION_ID|1460,GEOROC,PAPER|GEOROC|CITATION_ID|1460,,[1460] BANDY M. C. (1937),BANDY,1937,6
PAPER|GEOROC|CITATION_ID|4240,GEOROC,PAPER|GEOROC|CITATION_ID|4240,,[4240] TSUYA H. (1937),TSUYA,1937,15
PAPER|PETDB|CITATION_SHA1|1a72f7cf9745ab80,PetDB,PAPER|PETDB|CITATION_SHA1|1a72f7cf9745ab80,,"Wiseman, J. D. H., Poole, J. H. J. (1937). GEOLOGICAL AND MINERALOGICAL INVESTIGATIONS, 1. BASALTS FROM THE CARLSBERG RIDGE, INDIAN OCEAN. REP JOHN MURRAY EXPED, BRIT. MUS.N.H., 3(1), 1-28.",WISEMAN,1937,1
PAPER|GEOROC|CITATION_ID|7334,GEOROC,PAPER|GEOROC|CITATION_ID|7334,,[7334] LIGHTFOOT P. C. (1938),LIGHTFOOT,1938,2
PAPER|GEOROC|CITATION_ID|1435,GEOROC,PAPER|GEOROC|CITATION_ID|1435,,[1435] SHEPHERD E. S. (1938),SHEPHERD,1938,10
PAPER|GEOROC|CITATION_ID|1467,GEOROC,PAPER|GEOROC|CITATION_ID|1467,,[1467] LACROIX A. (1939),LACROIX,1939,3
PAPER|GEOROC|CITATION_ID|6077,GEOROC,PAPER|GEOROC|CITATION_ID|6077,,[6077] TANAKADATE H. (1940),TANAKADATE,1940,2
PAPER|GEOROC|CITATION_ID|1994,GEOROC,PAPER|GEOROC|CITATION_ID|1994,,[1994] MACDONALD G. A. (1942),MACDONALD,1942,6
PAPER|GEOROC|CITATION_ID|4748,GEOROC,PAPER|GEOROC|CITATION_ID|4748,,[4748] SUGI K.-I. (1942),SUGI,1942,2
PAPER|GEOROC|CITATION_ID|6025,GEOROC,PAPER|GEOROC|CITATION_ID|6025,,[6025] TRYGGVASON T. (1943),TRYGGVASON,1943,6
PAPER|GEOROC|CITATION_ID|3295,GEOROC,PAPER|GEOROC|CITATION_ID|3295,,[3295] KROKSTRÖM H. G. (1944),KROKSTROM,1944,1
PAPER|GEOROC|CITATION_ID|298,GEOROC,PAPER|GEOROC|CITATION_ID|298,,[298] MACDONALD G. A. (1946),MACDONALD,1946,1
PAPER|GEOROC|CITATION_ID|1441,GEOROC,PAPER|GEOROC|CITATION_ID|1441,,[1441] WENTWORTH C. K. (1947),WENTWORTH,1947,9
PAPER|GEOROC|CITATION_ID|1993,GEOROC,PAPER|GEOROC|CITATION_ID|1993,,[1993] WINCHELL H. (1947),WINCHELL,1947,1
PAPER|GEOROC|CITATION_ID|257,GEOROC,PAPER|GEOROC|CITATION_ID|257,,[257] MACDONALD G. A. (1949),MACDONALD,1949,3
PAPER|GEOROC|CITATION_ID|1436,GEOROC,PAPER|GEOROC|CITATION_ID|1436,,[1436] TILLEY C. E. (1950),TILLEY,1950,1
PAPER|GEOROC|CITATION_ID|3020,GEOROC,PAPER|GEOROC|CITATION_ID|3020,,[3020] VINCENT E. A. (1950),VINCENT,1950,2
PAPER|GEOROC|CITATION_ID|6167,GEOROC,PAPER|GEOROC|CITATION_ID|6167,,[6167] LOMBAARD B. V. (1952),LOMBAARD,1952,6
PAPER|GEOROC|CITATION_ID|1322,GEOROC,PAPER|GEOROC|CITATION_ID|1322,,[1322] BERTHOIS L. (1953),BERTHOIS,1953,4
PAPER|GEOROC|CITATION_ID|1461,GEOROC,PAPER|GEOROC|CITATION_ID|1461,,[1461] ROSS C. S. (1954),ROSS,1954,1
PAPER|GEOROC|CITATION_ID|4610,GEOROC,PAPER|GEOROC|CITATION_ID|4610,,[4610] ISSHIKI N. (1955),ISSHIKI,1955,2
PAPER|GEOROC|CITATION_ID|1431,GEOROC,PAPER|GEOROC|CITATION_ID|1431,,[1431] MACDONALD G. A. (1955),MACDONALD,1955,7
PAPER|GEOROC|CITATION_ID|6017,GEOROC,PAPER|GEOROC|CITATION_ID|6017,,[6017] PATTERSON E. M. (1955),PATTERSON,1955,1
PAPER|GEOROC|CITATION_ID|1404,GEOROC,PAPER|GEOROC|CITATION_ID|1404,,[1404] KUNO H. (1957),KUNO,1957,2
PAPER|GEOROC|CITATION_ID|238,GEOROC,PAPER|GEOROC|CITATION_ID|238,,[238] MACDONALD G. A. (1957),MACDONALD,1957,1
PAPER|GEOROC|CITATION_ID|4734,GEOROC,PAPER|GEOROC|CITATION_ID|4734,,[4734] MORIMOTO R. (1957),MORIMOTO,1957,1
PAPER|GEOROC|CITATION_ID|287,GEOROC,PAPER|GEOROC|CITATION_ID|287,,[287] MUIR I. D. (1957),MUIR,1957,1
PAPER|GEOROC|CITATION_ID|2714,GEOROC,PAPER|GEOROC|CITATION_ID|2714,,[2714] SCHMIDT R. G. (1957),SCHMIDT,1957,7
PAPER|GEOROC|CITATION_ID|2447,GEOROC,PAPER|GEOROC|CITATION_ID|2447,,[2447] DE ALMEIDA F. F. M. (1958),DE,1958,3
PAPER|GEOROC|CITATION_ID|2745,GEOROC,PAPER|GEOROC|CITATION_ID|2745,,[2745] SUKHESWALA R. N. (1958),SUKHESWALA,1958,21
PAPER|GEOROC|CITATION_ID|2709,GEOROC,PAPER|GEOROC|CITATION_ID|2709,,[2709] WEST W. D. (1958),WEST,1958,5
PAPER|GEOROC|CITATION_ID|3600,GEOROC,PAPER|GEOROC|CITATION_ID|3600,,[3600] YAMAGUCHI M. (1958),YAMAGUCHI,1958,4
PAPER|GEOROC|CITATION_ID|4272,GEOROC,PAPER|GEOROC|CITATION_ID|4272,,[4272] AOKI K.-I. (1959),AOKI,1959,2
PAPER|GEOROC|CITATION_ID|6076,GEOROC,PAPER|GEOROC|CITATION_ID|6076,,[6076] KAWANO Y. (1959),KAWANO,1959,5
PAPER|GEOROC|CITATION_ID|7128,GEOROC,PAPER|GEOROC|CITATION_ID|7128,,[7128] AOKI K.-I. (1960),AOKI,1960,1
PAPER|GEOROC|CITATION_ID|4141,GEOROC,PAPER|GEOROC|CITATION_ID|4141,,[4141] KAWANO Y. (1960),KAWANO,1960,11
PAPER|GEOROC|CITATION_ID|2348,GEOROC,PAPER|GEOROC|CITATION_ID|2348,,[2348] KUNO H. (1960),KUNO,1960,3
PAPER|GEOROC|CITATION_ID|286,GEOROC,PAPER|GEOROC|CITATION_ID|286,,[286] TILLEY C. E. (1960),TILLEY,1960,4
PAPER|GEOROC|CITATION_ID|402,GEOROC,PAPER|GEOROC|CITATION_ID|402,,[402] TILLEY C. E. (1960),TILLEY,1960,1
PAPER|GEOROC|CITATION_ID|2047,GEOROC,PAPER|GEOROC|CITATION_ID|2047,,[2047] YAGI K. (1960),YAGI,1960,3
PAPER|GEOROC|CITATION_ID|5054,GEOROC,PAPER|GEOROC|CITATION_ID|5054,,[5054] AOKI K.-I. (1961),AOKI,1961,4
PAPER|GEOROC|CITATION_ID|3707,GEOROC,PAPER|GEOROC|CITATION_ID|3707,,[3707] CARSTENS H. (1961),CARSTENS,1961,2
PAPER|GEOROC|CITATION_ID|3714,GEOROC,PAPER|GEOROC|CITATION_ID|3714,,[3714] CARSTENS H. (1961),CARSTENS,1961,1
PAPER|GEOROC|CITATION_ID|7118,GEOROC,PAPER|GEOROC|CITATION_ID|7118,,[7118] FUKUYAMA K. (1961),FUKUYAMA,1961,1
PAPER|GEOROC|CITATION_ID|7119,GEOROC,PAPER|GEOROC|CITATION_ID|7119,,[7119] FUKUYAMA K. (1961),FUKUYAMA,1961,2
PAPER|GEOROC|CITATION_ID|3970,GEOROC,PAPER|GEOROC|CITATION_ID|3970,,[3970] KATSUI Y. (1961),KATSUI,1961,3
PAPER|GEOROC|CITATION_ID|3237,GEOROC,PAPER|GEOROC|CITATION_ID|3237,,[3237] KAWANO Y. (1961),KAWANO,1961,13
PAPER|GEOROC|CITATION_ID|7124,GEOROC,PAPER|GEOROC|CITATION_ID|7124,,[7124] KURASAWA H. (1961),KURASAWA,1961,15
PAPER|GEOROC|CITATION_ID|840,GEOROC,PAPER|GEOROC|CITATION_ID|840,,[840] MACDONALD G. A. (1961),MACDONALD,1961,10
PAPER|GEOROC|CITATION_ID|274,GEOROC,PAPER|GEOROC|CITATION_ID|274,,[274] MURATA K. J. (1961),MURATA,1961,2
PAPER|GEOROC|CITATION_ID|4080,GEOROC,PAPER|GEOROC|CITATION_ID|4080,,[4080] TIBA T. (1961),TIBA,1961,3
PAPER|GEOROC|CITATION_ID|260,GEOROC,PAPER|GEOROC|CITATION_ID|260,,[260] TILLEY C. E. (1961),TILLEY,1961,9
PAPER|GEOROC|CITATION_ID|14704,GEOROC,PAPER|GEOROC|CITATION_ID|14704,,[14704] WATERS A. C. (1961),WATERS,1961,24
PAPER|GEOROC|CITATION_ID|1429,GEOROC,PAPER|GEOROC|CITATION_ID|1429,,[1429] HAUSEN H. (1962),HAUSEN,1962,3
PAPER|GEOROC|CITATION_ID|3408,GEOROC,PAPER|GEOROC|CITATION_ID|3408,,[3408] KAWADA G. (1962),KAWADA,1962,6
PAPER|GEOROC|CITATION_ID|582,GEOROC,PAPER|GEOROC|CITATION_ID|582,,[582] LE MAITRE R. W. (1962),LE,1962,15
PAPER|GEOROC|CITATION_ID|1403,GEOROC,PAPER|GEOROC|CITATION_ID|1403,,[1403] MACDONALD G. A. (1962),MACDONALD,1962,15
PAPER|GEOROC|CITATION_ID|7275,GEOROC,PAPER|GEOROC|CITATION_ID|7275,,[7275] MIKAMI K. (1962),MIKAMI,1962,11
PAPER|GEOROC|CITATION_ID|4485,GEOROC,PAPER|GEOROC|CITATION_ID|4485,,[4485] ONUMA K. (1962),ONUMA,1962,3
PAPER|GEOROC|CITATION_ID|1422,GEOROC,PAPER|GEOROC|CITATION_ID|1422,,[1422] YODER H. S. JR. (1962),YODER,1962,3
PAPER|GEOROC|CITATION_ID|259,GEOROC,PAPER|GEOROC|CITATION_ID|259,,[259] MUIR I. D. (1963),MUIR,1963,10
PAPER|GEOROC|CITATION_ID|3713,GEOROC,PAPER|GEOROC|CITATION_ID|3713,,[3713] ROBERTS B. (1963),ROBERTS,1963,5
PAPER|GEOROC|CITATION_ID|1635,GEOROC,PAPER|GEOROC|CITATION_ID|1635,,[1635] WALKER G. P. L. (1963),WALKER,1963,1
PAPER|GEOROC|CITATION_ID|4398,GEOROC,PAPER|GEOROC|CITATION_ID|4398,,[4398] YASHIMA R. (1963),YASHIMA,1963,5
PAPER|GEOROC|CITATION_ID|1291,GEOROC,PAPER|GEOROC|CITATION_ID|1291,,[1291] BAKER P. E. (1964),BAKER,1964,24
PAPER|GEOROC|CITATION_ID|1400,GEOROC,PAPER|GEOROC|CITATION_ID|1400,,[1400] BELLAIR P. (1964),BELLAIR,1964,1
PAPER|GEOROC|CITATION_ID|1442,GEOROC,PAPER|GEOROC|CITATION_ID|1442,,[1442] CARMICHAEL I. S. E. (1964),CARMICHAEL,1964,15
PAPER|GEOROC|CITATION_ID|2744,GEOROC,PAPER|GEOROC|CITATION_ID|2744,,[2744] CHATTERJEE S. C. (1964),CHATTERJEE,1964,2
PAPER|PETDB|CITATION_SHA1|0cfb406091de13dd,PetDB,PAPER|PETDB|CITATION_SHA1|0cfb406091de13dd,,"Engel, A. E. J., Engel, C. G. (1964). IGNEOUS ROCKS OF THE EAST PACIFIC RISE. SCIENCE, 146, 477-485.",ENGEL,1964,2
PAPER|PETDB|CITATION_SHA1|6ab3668755a8823e,PetDB,PAPER|PETDB|CITATION_SHA1|6ab3668755a8823e,,"Hays, E. E., Nicholls, G. D., ... Nalwalk, A. J. (1964). THE NATURE AND COMPOSITION OF ROCK SAMPLES DREDGED FROM THE MID-ATLANTIC RIDGE BETWEEN 22 DEGREE N AND 52 DEGREE N. MARINE GEOLOGY, 1, 333-343.",HAYS,1964,6
PAPER|GEOROC|CITATION_ID|9129,GEOROC,PAPER|GEOROC|CITATION_ID|9129,,[9129] KATO Y. (1964),KATO,1964,1
PAPER|GEOROC|CITATION_ID|4720,GEOROC,PAPER|GEOROC|CITATION_ID|4720,,[4720] KUNO H. (1964),KUNO,1964,1
PAPER|GEOROC|CITATION_ID|211,GEOROC,PAPER|GEOROC|CITATION_ID|211,,[211] MACDONALD G. A. (1964),MACDONALD,1964,117
PAPER|GEOROC|CITATION_ID|239,GEOROC,PAPER|GEOROC|CITATION_ID|239,,[239] MACDONALD G. A. (1964),MACDONALD,1964,20
PAPER|GEOROC|CITATION_ID|2742,GEOROC,PAPER|GEOROC|CITATION_ID|2742,,[2742] MOORE J. G. (1964),MOORE,1964,2
PAPER|GEOROC|CITATION_ID|237,GEOROC,PAPER|GEOROC|CITATION_ID|237,,[237] RICHTER D. H. (1964),RICHTER,1964,8
PAPER|PETDB|CITATION_SHA1|d8cea20e2f10faea,PetDB,PAPER|PETDB|CITATION_SHA1|d8cea20e2f10faea,,"Scoon, J. H., Muir, I. D., ... Tilley, C. E. (1964). BASALTS FROM THE NORTHERN PART OF THE RIFT ZONE OF THE MID-ATLANTIC RIDGE. J PETROL, 5, 409-434.",SCOON,1964,3
PAPER|GEOROC|CITATION_ID|12663,GEOROC,PAPER|GEOROC|CITATION_ID|12663,,[12663] TILLEY C. E. (1964),TILLEY,1964,1
PAPER|GEOROC|CITATION_ID|1541,GEOROC,PAPER|GEOROC|CITATION_ID|1541,,[1541] BELLAIR P. (1965),BELLAIR,1965,8
PAPER|GEOROC|CITATION_ID|4732,GEOROC,PAPER|GEOROC|CITATION_ID|4732,,[4732] COX K. G. (1965),COX,1965,8
PAPER|PETDB|CITATION_SHA1|5b0370d9da5e13be,PetDB,PAPER|PETDB|CITATION_SHA1|5b0370d9da5e13be,,"Engel, C. G., Engel, A. E. J., ... Fisher, R. L. (1965). IGNEOUS ROCKS OF THE INDIAN OCEAN FLOOR. SCIENCE, 150, 605-610.",ENGEL,1965,6
PAPER|PETDB|CITATION_SHA1|042dfdae340604a0,PetDB,PAPER|PETDB|CITATION_SHA1|042dfdae340604a0,,"Havens, R. G., Engel, A. E. J., ... Engel, C. G. (1965). CHEMICAL CHARACTERISTICS OF OCEANIC BASALTS AND THE UPPER MANTLE. GEOL SOC AMER BULL, 76, 719-734.",HAVENS,1965,1
PAPER|GEOROC|CITATION_ID|3584,GEOROC,PAPER|GEOROC|CITATION_ID|3584,,[3584] ISSHIKI N. (1965),ISSHIKI,1965,12
PAPER|GEOROC|CITATION_ID|284,GEOROC,PAPER|GEOROC|CITATION_ID|284,,[284] MOORE J. G. (1965),MOORE,1965,9
PAPER|GEOROC|CITATION_ID|10354,GEOROC,PAPER|GEOROC|CITATION_ID|10354,,[10354] YOSHIMIZU K. (1965),YOSHIMIZU,1965,1
PAPER|PETDB|CITATION_SHA1|55495187c0760b7b,PetDB,PAPER|PETDB|CITATION_SHA1|55495187c0760b7b,,"Bezrukov, P. L., Chernysheva, V. I., ... Krylov, A. Y. (1966). PETROGRAPHY AND ABSOLUTE AGE OF BASALTS FROM THE INDIAN OCEAN. OKEANOLOGIYA, 6, 261-266.",BEZRUKOV,1966,1
PAPER|GEOROC|CITATION_ID|2026,GEOROC,PAPER|GEOROC|CITATION_ID|2026,,[2026] BLAKE D. H. (1966),BLAKE,1966,2
PAPER|PETDB|CITATION_SHA1|edcd8e2c17694fce,PetDB,PAPER|PETDB|CITATION_SHA1|edcd8e2c17694fce,,"Cann, J. R., Vine, F. J. (1966). AN AREA ON THE CREST OF THE CARLSBERG RIDGE; PETROLOGY AND MAGNETIC SURVEY. PHIL TRANS R SOC LOND, A259, 198-217.",CANN,1966,2
PAPER|GEOROC|CITATION_ID|1382,GEOROC,PAPER|GEOROC|CITATION_ID|1382,,[1382] CENDRERO UCEDA A. (1966),CENDRERO,1966,22
PAPER|PETDB|CITATION_SHA1|524fcdbc14866aff,PetDB,PAPER|PETDB|CITATION_SHA1|524fcdbc14866aff,,"Chernysheva, V. I., Bezrukov, P. L. (1966). SERPENTINITES FROM THE CREST OF THE ARABIAN-INDIAN (CARLSBERG) RIDGE. DOKL AKAD NAUK SSSR, 166, 961-964.",CHERNYSHEVA,1966,1
PAPER|GEOROC|CITATION_ID|4466,GEOROC,PAPER|GEOROC|CITATION_ID|4466,,[4466] CHIBA M. (1966),CHIBA,1966,1
PAPER|GEOROC|CITATION_ID|2884,GEOROC,PAPER|GEOROC|CITATION_ID|2884,,[2884] COX K. G. (1966),COX,1966,23
PAPER|GEOROC|CITATION_ID|1367,GEOROC,PAPER|GEOROC|CITATION_ID|1367,,[1367] FUSTER J.-M. (1966),FUSTER,1966,9
PAPER|GEOROC|CITATION_ID|4172,GEOROC,PAPER|GEOROC|CITATION_ID|4172,,[4172] GUNN B. M. (1966),GUNN,1966,43
PAPER|GEOROC|CITATION_ID|1040,GEOROC,PAPER|GEOROC|CITATION_ID|1040,,[1040] HEIER K. S. (1966),HEIER,1966,4
PAPER|GEOROC|CITATION_ID|3015,GEOROC,PAPER|GEOROC|CITATION_ID|3015,,[3015] JAKOBSSON S. P. (1966),JAKOBSSON,1966,1
PAPER|GEOROC|CITATION_ID|230,GEOROC,PAPER|GEOROC|CITATION_ID|230,,[230] MURATA K. J. (1966),MURATA,1966,40
PAPER|GEOROC|CITATION_ID|1398,GEOROC,PAPER|GEOROC|CITATION_ID|1398,,[1398] NOUGIER J. (1966),NOUGIER,1966,1
PAPER|GEOROC|CITATION_ID|3235,GEOROC,PAPER|GEOROC|CITATION_ID|3235,,[3235] OBA Y. (1966),OBA,1966,4
PAPER|GEOROC|CITATION_ID|283,GEOROC,PAPER|GEOROC|CITATION_ID|283,,[283] RICHTER D. H. (1966),RICHTER,1966,20
PAPER|PETDB|CITATION_SHA1|0b174ce73243bd98,PetDB,PAPER|PETDB|CITATION_SHA1|0b174ce73243bd98,,"Scoon, J. H., Muir, I. D., ... Tilley, C. E. (1966). BASALTS FROM THE NORTHERN PART OF THE MID-ATLANTIC RIDGE II, THE ATLANTIS COLLECTION NEAR 30 DEGREE N. J PETROL, 7, 193-201.",SCOON,1966,6
PAPER|GEOROC|CITATION_ID|2746,GEOROC,PAPER|GEOROC|CITATION_ID|2746,,[2746] SUKHESWALA R. N. (1966),SUKHESWALA,1966,1
PAPER|GEOROC|CITATION_ID|4099,GEOROC,PAPER|GEOROC|CITATION_ID|4099,,[4099] UCHIMIZU M. (1966),UCHIMIZU,1966,5
PAPER|GEOROC|CITATION_ID|487,GEOROC,PAPER|GEOROC|CITATION_ID|487,,[487] UPTON B. G. J. (1966),UPTON,1966,6
PAPER|GEOROC|CITATION_ID|5437,GEOROC,PAPER|GEOROC|CITATION_ID|5437,,[5437] AOKI K.-I. (1967),AOKI,1967,4
PAPER|GEOROC|CITATION_ID|1623,GEOROC,PAPER|GEOROC|CITATION_ID|1623,,[1623] BRYAN W. B. (1967),BRYAN,1967,5
PAPER|GEOROC|CITATION_ID|2355,GEOROC,PAPER|GEOROC|CITATION_ID|2355,,[2355] COX K. G. (1967),COX,1967,24
PAPER|GEOROC|CITATION_ID|281,GEOROC,PAPER|GEOROC|CITATION_ID|281,,[281] MOORE J. G. (1967),MOORE,1967,7
PAPER|PETDB|CITATION_SHA1|9de00cd4fbaa97f4,PetDB,PAPER|PETDB|CITATION_SHA1|9de00cd4fbaa97f4,,"Morse, R. H. (1967). POTASSIUM, RUBIDIUM, AND CESIUM CONTENTS OF SOME OCEAN FLOOR ROCKS. THESIS OR DISSERTATION, DOCTORAL, COLUMBIA UNIVERSITY; MONOGRAPHIC",MORSE,1967,1
PAPER|GEOROC|CITATION_ID|1463,GEOROC,PAPER|GEOROC|CITATION_ID|1463,,[1463] UPTON B. G. J. (1967),UPTON,1967,5
PAPER|PETDB|CITATION_SHA1|1e95d742d3e841db,PetDB,PAPER|PETDB|CITATION_SHA1|1e95d742d3e841db,,"Aumento, F. (1968). THE MID-ATLANTIC RIDGE NEAR 45 DEGREE N  II. BASALTS FROM THE AREA OF CONFEDERATION PEAK. CAN J EARTH SCI, 5, 1-21.",AUMENTO,1968,10
PAPER|GEOROC|CITATION_ID|620,GEOROC,PAPER|GEOROC|CITATION_ID|620,,[620] DALRYMPLE G. B. (1968),DALRYMPLE,1968,3
PAPER|GEOROC|CITATION_ID|280,GEOROC,PAPER|GEOROC|CITATION_ID|280,,[280] FISKE R. S. (1968),FISKE,1968,5
PAPER|PETDB|CITATION_SHA1|0b059dbd4f0f8dc9,PetDB,PAPER|PETDB|CITATION_SHA1|0b059dbd4f0f8dc9,,"Funkhouser, J. G., Bonatti, E., ... Fisher, D. E. (1968). EXCESS ARGON IN DEEP-SEA ROCKS. EARTH PLANET SCI LETT, 5, 95-100.",FUNKHOUSER,1968,1
PAPER|PETDB|CITATION_SHA1|e56d75bc9077f4aa,PetDB,PAPER|PETDB|CITATION_SHA1|e56d75bc9077f4aa,,"Haskin, L. A., Poetz, J. A., ... Haskin, M. A. (1968). RARE EARTH ABUNDANCES IN SOME BASIC ROCKS. J GEOPHYS RES, 73, 6085-6098.",HASKIN,1968,1
PAPER|GEOROC|CITATION_ID|2793,GEOROC,PAPER|GEOROC|CITATION_ID|2793,,[2793] HAY R. L. (1968),HAY,1968,5
PAPER|GEOROC|CITATION_ID|307,GEOROC,PAPER|GEOROC|CITATION_ID|307,,[307] HAY R. L. (1968),HAY,1968,4
PAPER|PETDB|CITATION_SHA1|a1ffef6d1065c07e,PetDB,PAPER|PETDB|CITATION_SHA1|a1ffef6d1065c07e,,"Hekinian, R. (1968). ROCKS FROM THE MID-OCEAN RIDGE IN THE INDIAN OCEAN. DEEP SEA RESEARCH, 15, 195-213.",HEKINIAN,1968,2
PAPER|GEOROC|CITATION_ID|868,GEOROC,PAPER|GEOROC|CITATION_ID|868,,[868] IBARROLA MUNOZ E. (1968),IBARROLA,1968,16
PAPER|GEOROC|CITATION_ID|295,GEOROC,PAPER|GEOROC|CITATION_ID|295,,[295] MACDONALD G. A. (1968),MACDONALD,1968,1
PAPER|GEOROC|CITATION_ID|472,GEOROC,PAPER|GEOROC|CITATION_ID|472,,[472] MACDONALD G. A. (1968),MACDONALD,1968,4
PAPER|GEOROC|CITATION_ID|839,GEOROC,PAPER|GEOROC|CITATION_ID|839,,[839] MACDONALD G. A. (1968),MACDONALD,1968,25
PAPER|GEOROC|CITATION_ID|1394,GEOROC,PAPER|GEOROC|CITATION_ID|1394,,[1394] MCBIRNEY A. R. (1968),MCBIRNEY,1968,3
PAPER|PETDB|CITATION_SHA1|75b70748ab5af1f9,PetDB,PAPER|PETDB|CITATION_SHA1|75b70748ab5af1f9,,"Melson, W. G., Van Andel, T. H., ... Thompson, G. (1968). VOLCANISM AND METAMORPHISM IN THE MID-ATLANTIC RIDGE, 22 DEGREE N LATITUDE. J GEOPHYS RES, 73, 5925-5941.",MELSON,1968,2
PAPER|GEOROC|CITATION_ID|2940,GEOROC,PAPER|GEOROC|CITATION_ID|2940,,[2940] OLMSTED J. F. (1968),OLMSTED,1968,1
PAPER|PETDB|CITATION_SHA1|4ad94766889bf84e,PetDB,PAPER|PETDB|CITATION_SHA1|4ad94766889bf84e,,"Paster, T. P. (1968). PETROLOGIC VARIATIONS WITHIN SUBMARINE BASALT PILLOWS OF THE SOUTH PACIFIC-ANTARCTIC OCEAN. THESIS OR DISSERTATION, DOCTORAL, FLORIDA STATE UNIV; MONOGRAPHIC",PASTER,1968,4
PAPER|GEOROC|CITATION_ID|468,GEOROC,PAPER|GEOROC|CITATION_ID|468,,[468] STICE G. D. (1968),STICE,1968,15
PAPER|GEOROC|CITATION_ID|1157,GEOROC,PAPER|GEOROC|CITATION_ID|1157,,[1157] AIRES-BARROS L. (1969),AIRESBARROS,1969,2
PAPER|GEOROC|CITATION_ID|1364,GEOROC,PAPER|GEOROC|CITATION_ID|1364,,[1364] ARAMAKI S. (1969),ARAMAKI,1969,6
PAPER|PETDB|CITATION_SHA1|fdf636dd315efd9e,PetDB,PAPER|PETDB|CITATION_SHA1|fdf636dd315efd9e,,"Aumento, F., Loncarevic, B. D. (1969). THE MID-ATLANTIC NEAR 45 DEG N. III.BALD MOUNTAIN. CAN J EARTH SCI, 6, 11-23.",AUMENTO,1969,2
PAPER|GEOROC|CITATION_ID|1226,GEOROC,PAPER|GEOROC|CITATION_ID|1226,,[1226] BAKER I. (1969),BAKER,1969,8
PAPER|GEOROC|CITATION_ID|8118,GEOROC,PAPER|GEOROC|CITATION_ID|8118,,[8118] BARAGAR W. R. A. (1969),BARAGAR,1969,199
PAPER|PETDB|CITATION_SHA1|f8f135c6c984fc54,PetDB,PAPER|PETDB|CITATION_SHA1|f8f135c6c984fc54,,"Cann, J. R. (1969). SPILITES FROM THE CARLSBERG RIDGE, INDIAN OCEAN. J PETROL, 10, 1-19.",CANN,1969,3
