PAPER_ID,DATABASE,CV_GROUP_V4,PAPER_DOI,CITATION,PAPER_FIRST_AUTHOR,PAPER_YEAR,N_SAMPLES
PAPER|GEOROC|CITATION_ID|14166,GEOROC,PAPER|GEOROC|CITATION_ID|14166,,[14166] PRESLEY T. K. (1997),PRESLEY,1997,11
PAPER|GEOROC|CITATION_ID|5238,GEOROC,PAPER|GEOROC|CITATION_ID|5238,,[5238] PUCHTEL I. S. (1997),PUCHTEL,1997,29
PAPER|GEOROC|CITATION_ID|1241,GEOROC,PAPER|GEOROC|CITATION_ID|1241,,[1241] PUZANKOV M. YU. (1997),PUZANKOV,1997,14
PAPER|GEOROC|CITATION_ID|6467,GEOROC,PAPER|GEOROC|CITATION_ID|6467,,[6467] SHERATON J. W. (1997),SHERATON,1997,3
PAPER|GEOROC|CITATION_ID|7025,GEOROC,PAPER|GEOROC|CITATION_ID|7025,,[7025] SHUTO K. (1997),SHUTO,1997,24
PAPER|GEOROC|CITATION_ID|5873,GEOROC,PAPER|GEOROC|CITATION_ID|5873,,[5873] SINTON C. W. (1997),SINTON,1997,8
PAPER|GEOROC|CITATION_ID|2413,GEOROC,PAPER|GEOROC|CITATION_ID|2413,,[2413] STOREY M. (1997),STOREY,1997,22
PAPER|GEOROC|CITATION_ID|6351,GEOROC,PAPER|GEOROC|CITATION_ID|6351,,[6351] THERIAULT R. J. (1997),THERIAULT,1997,2
PAPER|GEOROC|CITATION_ID|856,GEOROC,PAPER|GEOROC|CITATION_ID|856,,[856] THIRLWALL M. F. (1997),THIRLWALL,1997,70
PAPER|GEOROC|CITATION_ID|2336,GEOROC,PAPER|GEOROC|CITATION_ID|2336,,[2336] TOGASHI S. (1997),TOGASHI,1997,3
PAPER|GEOROC|CITATION_ID|2495,GEOROC,PAPER|GEOROC|CITATION_ID|2495,,[2495] TURNER SIMON P. (1997),TURNER,1997,14
PAPER|GEOROC|CITATION_ID|696,GEOROC,PAPER|GEOROC|CITATION_ID|696,,[696] TURNER SIMON P. (1997),TURNER,1997,23
PAPER|GEOROC|CITATION_ID|697,GEOROC,PAPER|GEOROC|CITATION_ID|697,,[697] WIDOM E. (1997),WIDOM,1997,9
PAPER|GEOROC|CITATION_ID|2174,GEOROC,PAPER|GEOROC|CITATION_ID|2174,,[2174] WIRTH K. R. (1997),WIRTH,1997,12
PAPER|GEOROC|CITATION_ID|1627,GEOROC,PAPER|GEOROC|CITATION_ID|1627,,[1627] WOLFE E. W. (1997),WOLFE,1997,197
PAPER|GEOROC|CITATION_ID|849,GEOROC,PAPER|GEOROC|CITATION_ID|849,,[849] ABLAY G. J. (1998),ABLAY,1998,1
PAPER|GEOROC|CITATION_ID|4106,GEOROC,PAPER|GEOROC|CITATION_ID|4106,,[4106] BACH W. (1998),BACH,1998,5
PAPER|GEOROC|CITATION_ID|1626,GEOROC,PAPER|GEOROC|CITATION_ID|1626,,[1626] BRYAN S. E. (1998),BRYAN,1998,1
PAPER|GEOROC|CITATION_ID|850,GEOROC,PAPER|GEOROC|CITATION_ID|850,,[850] CLASS C. (1998),CLASS,1998,41
PAPER|GEOROC|CITATION_ID|1298,GEOROC,PAPER|GEOROC|CITATION_ID|1298,,[1298] CLAUDE-IVANAJ C.(1998)  [GeoReM [2805] ],CLAUDEIVANAJ,1998,21
PAPER|PETDB|CITATION_SHA1|ce8e12c20939b930,PetDB,PAPER|PETDB|CITATION_SHA1|ce8e12c20939b930,,"Davis, A. S., White, W. M., ... Clague, D. A. (1998). GEOCHEMISTRY OF BASALT FROM ESCANABA TROUGH: EVIDENCE FOR SEDIMENT CONTAMINATION. J PETROL, 39, 841-858.",DAVIS,1998,1
PAPER|GEOROC|CITATION_ID|1331,GEOROC,PAPER|GEOROC|CITATION_ID|1331,,[1331] DENIEL C. (1998),DENIEL,1998,15
PAPER|GEOROC|CITATION_ID|14631,GEOROC,PAPER|GEOROC|CITATION_ID|14631,,[14631] DOSTAL J. (1998),DOSTAL,1998,9
PAPER|GEOROC|CITATION_ID|3913,GEOROC,PAPER|GEOROC|CITATION_ID|3913,,[3913] ELLAM R. M. (1998),ELLAM,1998,13
PAPER|GEOROC|CITATION_ID|2414,GEOROC,PAPER|GEOROC|CITATION_ID|2414,,[2414] EWART A. (1998),EWART,1998,11
PAPER|GEOROC|CITATION_ID|2990,GEOROC,PAPER|GEOROC|CITATION_ID|2990,,[2990] FITTON J. G. (1998),FITTON,1998,72
PAPER|GEOROC|CITATION_ID|184,GEOROC,PAPER|GEOROC|CITATION_ID|184,,[184] GARCIA M. O. (1998),GARCIA,1998,8
PAPER|GEOROC|CITATION_ID|853,GEOROC,PAPER|GEOROC|CITATION_ID|853,,[853] GEE M. A. M. (1998),GEE,1998,15
PAPER|GEOROC|CITATION_ID|3410,GEOROC,PAPER|GEOROC|CITATION_ID|3410,,[3410] GELDMACHER J. (1998),GELDMACHER,1998,29
PAPER|GEOROC|CITATION_ID|2372,GEOROC,PAPER|GEOROC|CITATION_ID|2372,,[2372] GRIBBLE R. F. (1998),GRIBBLE,1998,16
PAPER|PETDB|CITATION_SHA1|b51e4deb67bc42e2,PetDB,PAPER|PETDB|CITATION_SHA1|b51e4deb67bc42e2,,"Guillou, H., Bougault, H., ... Vlastelic, I. (1998). GEOCHEMISTRY OF THE HOLLISTER RIDGE: RELATION WITH THE LOUISVILLE HOTSPOT AND THE PACIFIC-ANTARCTIC RIDGE. EARTH PLANET SCI LETT, 160, 777-793.",GUILLOU,1998,3
PAPER|GEOROC|CITATION_ID|6765,GEOROC,PAPER|GEOROC|CITATION_ID|6765,,[6765] GUNNARSSON B. (1998),GUNNARSSON,1998,3
PAPER|PETDB|CITATION_SHA1|93efce9a748a4944,PetDB,PAPER|PETDB|CITATION_SHA1|93efce9a748a4944,,"Humphris, S. E., Smith, S. E. (1998). GEOCHEMISTRY OF BASALTIC ROCKS FROM THE TAG HYDROTHERMAL MOUND (26 DEG 08 N), MID-ATLANTIC RIDGE. PROC ODP, SCI RESULTS, 158, 213-229.",HUMPHRIS,1998,15
PAPER|GEOROC|CITATION_ID|781,GEOROC,PAPER|GEOROC|CITATION_ID|781,,[781] IELSCH G. (1998),IELSCH,1998,4
PAPER|GEOROC|CITATION_ID|4095,GEOROC,PAPER|GEOROC|CITATION_ID|4095,,[4095] IKEDA Y. (1998),IKEDA,1998,8
PAPER|GEOROC|CITATION_ID|6353,GEOROC,PAPER|GEOROC|CITATION_ID|6353,,[6353] LARSEN L. M. (1998),LARSEN,1998,79
PAPER|PETDB|CITATION_SHA1|0cc3823141522d67,PetDB,PAPER|PETDB|CITATION_SHA1|0cc3823141522d67,,"Le Roex, A. P. (1998). SUBMITTED DATA SET: MAJOR AND TRACE ELEMENT AND MINERAL COMPOSITIONS OF BASALTS FROM THE AGULHAS 32 CRUISE, SOUTHERN MID-ATLANTIC RIDGE.",LEROEX,1998,73
PAPER|GEOROC|CITATION_ID|1691,GEOROC,PAPER|GEOROC|CITATION_ID|1691,,[1691] LUTTINEN A. V. (1998),LUTTINEN,1998,25
PAPER|GEOROC|CITATION_ID|12925,GEOROC,PAPER|GEOROC|CITATION_ID|12925,,[12925] NARANJO J. A. (1998),NARANJO,1998,1
PAPER|GEOROC|CITATION_ID|3271,GEOROC,PAPER|GEOROC|CITATION_ID|3271,,[3271] OHTA E. (1998),OHTA,1998,5
PAPER|GEOROC|CITATION_ID|1480,GEOROC,PAPER|GEOROC|CITATION_ID|1480,,[1480] PAN Y. (1998),PAN,1998,21
PAPER|GEOROC|CITATION_ID|1760,GEOROC,PAPER|GEOROC|CITATION_ID|1760,,[1760] PANDIT M. K. (1998),PANDIT,1998,11
PAPER|GEOROC|CITATION_ID|1757,GEOROC,PAPER|GEOROC|CITATION_ID|1757,,[1757] PENG Z. X. (1998),PENG,1998,81
PAPER|PETDB|CITATION_SHA1|414d7a1f7d672d4d,PetDB,PAPER|PETDB|CITATION_SHA1|414d7a1f7d672d4d,,"Perfit, M. R., Jonasson, I. R., ... Ridley, W. I. (1998). GEOLOGIC, PETROLOGIC AND GEOCHEMICAL RELATIONSHIPS BETWEEN MAGMATISM AND MASSIVE SULFIDE MINERALIZATION ALONG THE EASTERN GALAPAGOS SPREADING CENTER. REVIEWS ECON GEOL, 100.",PERFIT,1998,27
PAPER|GEOROC|CITATION_ID|1693,GEOROC,PAPER|GEOROC|CITATION_ID|1693,,[1693] PIK R. (1998),PIK,1998,40
PAPER|GEOROC|CITATION_ID|1826,GEOROC,PAPER|GEOROC|CITATION_ID|1826,,[1826] REIDEL S. P. (1998),REIDEL,1998,25
PAPER|GEOROC|CITATION_ID|246,GEOROC,PAPER|GEOROC|CITATION_ID|246,,[246] REINERS P. W. (1998),REINERS,1998,18
PAPER|GEOROC|CITATION_ID|2371,GEOROC,PAPER|GEOROC|CITATION_ID|2371,,[2371] SANO Y. (1998),SANO,1998,11
PAPER|GEOROC|CITATION_ID|1475,GEOROC,PAPER|GEOROC|CITATION_ID|1475,,[1475] SCHMINCKE H.-U. (1998),SCHMINCKE,1998,2
PAPER|GEOROC|CITATION_ID|4752,GEOROC,PAPER|GEOROC|CITATION_ID|4752,,[4752] SCHMINCKE H.-U. (1998),SCHMINCKE,1998,104
PAPER|GEOROC|CITATION_ID|4019,GEOROC,PAPER|GEOROC|CITATION_ID|4019,,[4019] SHIMODA G. (1998),SHIMODA,1998,2
PAPER|GEOROC|CITATION_ID|4010,GEOROC,PAPER|GEOROC|CITATION_ID|4010,,[4010] SLATER R. A. (1998),SLATER,1998,45
PAPER|GEOROC|CITATION_ID|17010,GEOROC,PAPER|GEOROC|CITATION_ID|17010,,[17010] SONG SUCK HWAN (1998),SONG,1998,5
PAPER|GEOROC|CITATION_ID|1506,GEOROC,PAPER|GEOROC|CITATION_ID|1506,,[1506] STANDISH J. (1998),STANDISH,1998,9
PAPER|GEOROC|CITATION_ID|1209,GEOROC,PAPER|GEOROC|CITATION_ID|1209,,[1209] STECHER O. (1998),STECHER,1998,24
PAPER|GEOROC|CITATION_ID|9688,GEOROC,PAPER|GEOROC|CITATION_ID|9688,,[9688] SUDO M. (1998),SUDO,1998,41
PAPER|GEOROC|CITATION_ID|2328,GEOROC,PAPER|GEOROC|CITATION_ID|2328,,[2328] TAYLOR R. N. (1998),TAYLOR,1998,13
PAPER|GEOROC|CITATION_ID|7997,GEOROC,PAPER|GEOROC|CITATION_ID|7997,,[7997] THOMPSON GARY M. (1998),THOMPSON,1998,2
PAPER|GEOROC|CITATION_ID|854,GEOROC,PAPER|GEOROC|CITATION_ID|854,,[854] VANNUCCI R. (1998),VANNUCCI,1998,1
PAPER|GEOROC|CITATION_ID|847,GEOROC,PAPER|GEOROC|CITATION_ID|847,,[847] WEIS D. (1998),WEIS,1998,8
PAPER|GEOROC|CITATION_ID|2703,GEOROC,PAPER|GEOROC|CITATION_ID|2703,,[2703] WOODHEAD J. D. (1998),WOODHEAD,1998,3
PAPER|GEOROC|CITATION_ID|973,GEOROC,PAPER|GEOROC|CITATION_ID|973,,[973] YANG HUAI-JEN (1998),YANG,1998,55
PAPER|GEOROC|CITATION_ID|7825,GEOROC,PAPER|GEOROC|CITATION_ID|7825,,[7825] ANTONINI P. (1999),ANTONINI,1999,16
PAPER|GEOROC|CITATION_ID|20939,GEOROC,PAPER|GEOROC|CITATION_ID|20939,,[20939] BARFOD D. N. (1999),BARFOD,1999,1
PAPER|GEOROC|CITATION_ID|19065,GEOROC,PAPER|GEOROC|CITATION_ID|19065,,[19065] BHUSHAN S. K. (1999),BHUSHAN,1999,5
PAPER|GEOROC|CITATION_ID|1530,GEOROC,PAPER|GEOROC|CITATION_ID|1530,,[1530] CAROFF M. (1999),CAROFF,1999,47
PAPER|GEOROC|CITATION_ID|1455,GEOROC,PAPER|GEOROC|CITATION_ID|1455,,[1455] CASHMAN K. V. (1999),CASHMAN,1999,7
PAPER|GEOROC|CITATION_ID|4058,GEOROC,PAPER|GEOROC|CITATION_ID|4058,,[4058] CHANDRASEKHARAM D. (1999),CHANDRASEKHARAM,1999,7
PAPER|GEOROC|CITATION_ID|1285,GEOROC,PAPER|GEOROC|CITATION_ID|1285,,[1285] CHENG Q. C. (1999),CHENG,1999,19
PAPER|GEOROC|CITATION_ID|8582,GEOROC,PAPER|GEOROC|CITATION_ID|8582,,[8582] CHERNET T. (1999),CHERNET,1999,5
PAPER|GEOROC|CITATION_ID|1548,GEOROC,PAPER|GEOROC|CITATION_ID|1548,,[1548] CLAGUE D. A. (1999),CLAGUE,1999,12
PAPER|GEOROC|CITATION_ID|14890,GEOROC,PAPER|GEOROC|CITATION_ID|14890,,[14890] DEBARI S. M. (1999),DEBARI,1999,6
PAPER|PETDB|CITATION_SHA1|b3e52765b7e8b539,PetDB,PAPER|PETDB|CITATION_SHA1|b3e52765b7e8b539,,"Dosso, L., Langmuir, C. H., ... Bougault, H. (1999). THE AGE AND DISTRIBUTION OF MANTLE HETEROGENEITY ALONG THE MID-ATLANTIC RIDGE (31-41 DEG N). EARTH PLANET SCI LETT, 170, 269-286.",DOSSO,1999,9
PAPER|GEOROC|CITATION_ID|1559,GEOROC,PAPER|GEOROC|CITATION_ID|1559,,[1559] ELLIOT D. H. (1999),ELLIOT,1999,10
PAPER|GEOROC|CITATION_ID|1267,GEOROC,PAPER|GEOROC|CITATION_ID|1267,,[1267] GUY C. (1999),GUY,1999,2
PAPER|GEOROC|CITATION_ID|3490,GEOROC,PAPER|GEOROC|CITATION_ID|3490,,[3490] HANSEN H. (1999),HANSEN,1999,25
PAPER|GEOROC|CITATION_ID|6218,GEOROC,PAPER|GEOROC|CITATION_ID|6218,,[6218] HILDRETH W. (1999),HILDRETH,1999,1
PAPER|GEOROC|CITATION_ID|1495,GEOROC,PAPER|GEOROC|CITATION_ID|1495,,[1495] HILTON D. R. (1999),HILTON,1999,1
PAPER|PETDB|CITATION_SHA1|d151c0aed76acd1c,PetDB,PAPER|PETDB|CITATION_SHA1|d151c0aed76acd1c,,"Hoernle, K., Van Den Bogaard, P., ... Mocek, B. (1999). EVIDENCE FOR MIOCENE SUBDUCTION BENEATH THE ALBORAN SEA: AR40_AR39 DATING AND GEOCHEMISTRY OF VOLCANIC ROCKS FROM HOLES 977A AND 978A. PROC ODP, SCI RESULTS, 161, 357-373.",HOERNLE,1999,2
PAPER|GEOROC|CITATION_ID|5867,GEOROC,PAPER|GEOROC|CITATION_ID|5867,,[5867] HOOPER P. R. (1999),HOOPER,1999,35
PAPER|GEOROC|CITATION_ID|9176,GEOROC,PAPER|GEOROC|CITATION_ID|9176,,[9176] ITO J. (1999),ITO,1999,1
PAPER|GEOROC|CITATION_ID|1275,GEOROC,PAPER|GEOROC|CITATION_ID|1275,,[1275] JACKSON M. C. (1999),JACKSON,1999,24
PAPER|GEOROC|CITATION_ID|2996,GEOROC,PAPER|GEOROC|CITATION_ID|2996,,[2996] KERR A. C. (1999),KERR,1999,28
PAPER|GEOROC|CITATION_ID|13259,GEOROC,PAPER|GEOROC|CITATION_ID|13259,,[13259] KIM KYU HAN (1999),KIM,1999,4
PAPER|GEOROC|CITATION_ID|3511,GEOROC,PAPER|GEOROC|CITATION_ID|3511,,[3511] KIMURA J.-I. (1999),KIMURA,1999,66
PAPER|GEOROC|CITATION_ID|2790,GEOROC,PAPER|GEOROC|CITATION_ID|2790,,[2790] KRISHNAMURTHY P. (1999),KRISHNAMURTHY,1999,4
PAPER|GEOROC|CITATION_ID|15421,GEOROC,PAPER|GEOROC|CITATION_ID|15421,,[15421] KRUK N. N. (1999),KRUK,1999,10
PAPER|GEOROC|CITATION_ID|1497,GEOROC,PAPER|GEOROC|CITATION_ID|1497,,[1497] KURZ M. D. (1999),KURZ,1999,16
PAPER|GEOROC|CITATION_ID|9716,GEOROC,PAPER|GEOROC|CITATION_ID|9716,,[9716] LAPIERRE H. (1999),LAPIERRE,1999,5
PAPER|GEOROC|CITATION_ID|4164,GEOROC,PAPER|GEOROC|CITATION_ID|4164,,[4164] LARSEN L. M. (1999),LARSEN,1999,28
PAPER|GEOROC|CITATION_ID|6012,GEOROC,PAPER|GEOROC|CITATION_ID|6012,,[6012] LARSEN L. M. (1999),LARSEN,1999,4
PAPER|PETDB|CITATION_SHA1|22196c3eca5b0a17,PetDB,PAPER|PETDB|CITATION_SHA1|22196c3eca5b0a17,,"Lundstrom, C. C., Perfit, M. R., ... Sampson, D. E. (1999). INSIGHTS INTO MID-OCEAN RIDGE BASALT PETROGENESIS: U-SERIES DISEQUILIBRIA FROM THE SIQUEIROS TRANSFORM, LAMONT SEAMOUNTS, AND THE EAST PACIFIC RISE. J GEOPHYS RES, 104, 13035-13048.",LUNDSTROM,1999,1
PAPER|GEOROC|CITATION_ID|12771,GEOROC,PAPER|GEOROC|CITATION_ID|12771,,[12771] MARQUES L. S. (1999),MARQUES,1999,4
PAPER|GEOROC|CITATION_ID|12770,GEOROC,PAPER|GEOROC|CITATION_ID|12770,,[12770] MARZOLI A. (1999),MARZOLI,1999,3
PAPER|GEOROC|CITATION_ID|2921,GEOROC,PAPER|GEOROC|CITATION_ID|2921,,[2921] MICHAEL P. J. (1999),MICHAEL,1999,32
PAPER|GEOROC|CITATION_ID|7369,GEOROC,PAPER|GEOROC|CITATION_ID|7369,,[7369] MORRIS P. A. (1999),MORRIS,1999,4
PAPER|GEOROC|CITATION_ID|11780,GEOROC,PAPER|GEOROC|CITATION_ID|11780,,[11780] MUNYANYIWA H. (1999),MUNYANYIWA,1999,3
PAPER|GEOROC|CITATION_ID|9808,GEOROC,PAPER|GEOROC|CITATION_ID|9808,,[9808] NEUHOFF P. S. (1999),NEUHOFF,1999,5
PAPER|GEOROC|CITATION_ID|1501,GEOROC,PAPER|GEOROC|CITATION_ID|1501,,[1501] NEUMANN E.-R. (1999),NEUMANN,1999,41
PAPER|GEOROC|CITATION_ID|5803,GEOROC,PAPER|GEOROC|CITATION_ID|5803,,[5803] PEARCE J. A. (1999),PEARCE,1999,2
PAPER|GEOROC|CITATION_ID|14983,GEOROC,PAPER|GEOROC|CITATION_ID|14983,,[14983] PEATE D. W. (1999),PEATE,1999,76
PAPER|GEOROC|CITATION_ID|8948,GEOROC,PAPER|GEOROC|CITATION_ID|8948,,[8948] PE-PIPER G. (1999),PEPIPER,1999,4
PAPER|PETDB|CITATION_SHA1|8492ccc571c67998,PetDB,PAPER|PETDB|CITATION_SHA1|8492ccc571c67998,,"Rehkaemper, M., Halliday, A. N., ... Arndt, N. (1999). Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE. GEOCHIM COSMOCHIM ACTA, 63, 3915-3934.",REHKAEMPER,1999,1
PAPER|GEOROC|CITATION_ID|1493,GEOROC,PAPER|GEOROC|CITATION_ID|1493,,[1493] REHKÄMPER M. (1999),REHKAMPER,1999,1
PAPER|GEOROC|CITATION_ID|1606,GEOROC,PAPER|GEOROC|CITATION_ID|1606,,[1606] REVILLON S. (1999),REVILLON,1999,2
PAPER|GEOROC|CITATION_ID|7990,GEOROC,PAPER|GEOROC|CITATION_ID|7990,,[7990] REYNAUD C. (1999),REYNAUD,1999,7
PAPER|PETDB|CITATION_SHA1|9ea79ce02fcba5e0,PetDB,PAPER|PETDB|CITATION_SHA1|9ea79ce02fcba5e0,,"Schilling, J., Fontignie, D., ... Kingsley, R. H. (1999). DISPERSION OF THE JAN MAYEN AND ICELAND MANTLE PLUMES IN THE ARCTIC: A HE-PB-ND-SR ISOTOPE TRACER STUDY OF BASALTS FROM THE KOLBEINSEY, MOHNS, AND KNIPOVICH RIDGES. J GEOPHYS RES, 104, 10543-10569.",SCHILLING,1999,1
PAPER|GEOROC|CITATION_ID|1758,GEOROC,PAPER|GEOROC|CITATION_ID|1758,,[1758] SETHNA S. F. (1999),SETHNA,1999,14
PAPER|GEOROC|CITATION_ID|1496,GEOROC,PAPER|GEOROC|CITATION_ID|1496,,[1496] SIMS K. W. W. (1999),SIMS,1999,15
PAPER|GEOROC|CITATION_ID|982,GEOROC,PAPER|GEOROC|CITATION_ID|982,,[982] STECHER O. (1999),STECHER,1999,4
PAPER|GEOROC|CITATION_ID|7833,GEOROC,PAPER|GEOROC|CITATION_ID|7833,,[7833] STRECK M. J. (1999),STRECK,1999,8
PAPER|GEOROC|CITATION_ID|1499,GEOROC,PAPER|GEOROC|CITATION_ID|1499,,[1499] THOMAS L. E. (1999),THOMAS,1999,26
PAPER|GEOROC|CITATION_ID|12773,GEOROC,PAPER|GEOROC|CITATION_ID|12773,,[12773] TURNER SIMON P. (1999),TURNER,1999,20
PAPER|GEOROC|CITATION_ID|12774,GEOROC,PAPER|GEOROC|CITATION_ID|12774,,[12774] TURNER SIMON P. (1999),TURNER,1999,20
PAPER|PETDB|CITATION_SHA1|51b2bee44c4eb239,PetDB,PAPER|PETDB|CITATION_SHA1|51b2bee44c4eb239,,"Vlastelic, I., Dosso, L., ... Aslanian, D. (1999). LARGE-SCALE CHEMICAL AND THERMAL DIVISION OF THE PACIFIC MANTLE. NATURE, 399, 345-350.",VLASTELIC,1999,2
PAPER|GEOROC|CITATION_ID|1608,GEOROC,PAPER|GEOROC|CITATION_ID|1608,,[1608] WHITE R. V. (1999),WHITE,1999,5
PAPER|GEOROC|CITATION_ID|12555,GEOROC,PAPER|GEOROC|CITATION_ID|12555,,[12555] ZANETTIN B. (1999),ZANETTIN,1999,30
PAPER|GEOROC|CITATION_ID|4796,GEOROC,PAPER|GEOROC|CITATION_ID|4796,,[4796] ALLAN J. F.(2000)  [GeoReM [180] ],ALLAN,2000,48
PAPER|GEOROC|CITATION_ID|8969,GEOROC,PAPER|GEOROC|CITATION_ID|8969,,[8969] BERTOTTO G. W. (2000),BERTOTTO,2000,3
PAPER|GEOROC|CITATION_ID|9902,GEOROC,PAPER|GEOROC|CITATION_ID|9902,,[9902] BLAIS S. (2000),BLAIS,2000,5
PAPER|GEOROC|CITATION_ID|2733,GEOROC,PAPER|GEOROC|CITATION_ID|2733,,[2733] CHANDRASEKHARAM D. (2000),CHANDRASEKHARAM,2000,2
PAPER|GEOROC|CITATION_ID|2653,GEOROC,PAPER|GEOROC|CITATION_ID|2653,,[2653] CROCKET J. H. (2000),CROCKET,2000,4
PAPER|GEOROC|CITATION_ID|5561,GEOROC,PAPER|GEOROC|CITATION_ID|5561,,[5561] CZAMANSKE G. K. (2000),CZAMANSKE,2000,5
PAPER|GEOROC|CITATION_ID|5216,GEOROC,PAPER|GEOROC|CITATION_ID|5216,,[5216] DAVID K. (2000),DAVID,2000,11
PAPER|GEOROC|CITATION_ID|14688,GEOROC,PAPER|GEOROC|CITATION_ID|14688,,[14688] DE MIN A. (2000),DE,2000,56
PAPER|GEOROC|CITATION_ID|14689,GEOROC,PAPER|GEOROC|CITATION_ID|14689,,[14689] ERNESTO M. (2000),ERNESTO,2000,8
PAPER|GEOROC|CITATION_ID|2779,GEOROC,PAPER|GEOROC|CITATION_ID|2779,,[2779] FITTON J. G. (2000),FITTON,2000,101
PAPER|GEOROC|CITATION_ID|1634,GEOROC,PAPER|GEOROC|CITATION_ID|1634,,[1634] FREY F. A. (2000),FREY,2000,31
PAPER|GEOROC|CITATION_ID|7024,GEOROC,PAPER|GEOROC|CITATION_ID|7024,,[7024] FUKASE M. (2000),FUKASE,2000,7
PAPER|GEOROC|CITATION_ID|2778,GEOROC,PAPER|GEOROC|CITATION_ID|2778,,[2778] GARCIA M. O. (2000),GARCIA,2000,365
PAPER|GEOROC|CITATION_ID|3348,GEOROC,PAPER|GEOROC|CITATION_ID|3348,,[3348] GELDMACHER J. (2000),GELDMACHER,2000,164
PAPER|GEOROC|CITATION_ID|1702,GEOROC,PAPER|GEOROC|CITATION_ID|1702,,[1702] GIBSON S. A. (2000),GIBSON,2000,7
PAPER|GEOROC|CITATION_ID|4829,GEOROC,PAPER|GEOROC|CITATION_ID|4829,,[4829] GUILLOU H. (2000),GUILLOU,2000,16
PAPER|GEOROC|CITATION_ID|7268,GEOROC,PAPER|GEOROC|CITATION_ID|7268,,[7268] HALD N. (2000),HALD,2000,67
PAPER|GEOROC|CITATION_ID|8153,GEOROC,PAPER|GEOROC|CITATION_ID|8153,,[8153] HANLEY L. M. (2000),HANLEY,2000,1
PAPER|GEOROC|CITATION_ID|4830,GEOROC,PAPER|GEOROC|CITATION_ID|4830,,[4830] HANSEN H. (2000),HANSEN,2000,12
PAPER|GEOROC|CITATION_ID|4825,GEOROC,PAPER|GEOROC|CITATION_ID|4825,,[4825] HARDS V. L. (2000),HARDS,2000,6
PAPER|GEOROC|CITATION_ID|1701,GEOROC,PAPER|GEOROC|CITATION_ID|1701,,[1701] HAUFF F. (2000),HAUFF,2000,6
PAPER|GEOROC|CITATION_ID|2918,GEOROC,PAPER|GEOROC|CITATION_ID|2918,,[2918] HAUFF F. (2000),HAUFF,2000,100
PAPER|GEOROC|CITATION_ID|8717,GEOROC,PAPER|GEOROC|CITATION_ID|8717,,[8717] HO KUNG-SUAN (2000),HO,2000,22
PAPER|GEOROC|CITATION_ID|2923,GEOROC,PAPER|GEOROC|CITATION_ID|2923,,[2923] HOOPER P. R. (2000),HOOPER,2000,1008
PAPER|GEOROC|CITATION_ID|6370,GEOROC,PAPER|GEOROC|CITATION_ID|6370,,[6370] JOHNSON K. T. M. (2000),JOHNSON,2000,2
PAPER|PETDB|CITATION_SHA1|5f03c5a704db012e,PetDB,PAPER|PETDB|CITATION_SHA1|5f03c5a704db012e,,"Joron, J., Vlastelic, I., ... Dosso, L. (2000). CHEMICAL SYSTEMATICS OF AN INTERMEDIATE SPREADING RIDGE: THE PACIFIC-ANTARCTIC RIDGE BETWEEN 56 DEG S AND 66 DEG S. J GEOPHYS RES, 105, 2915-2936.",JORON,2000,8
PAPER|MERGED|58a8c3e9e3a9f318,GEOROC; PetDB,PAPER|MERGED|58a8c3e9e3a9f318,,"Kempton, P. D., Fitton, J. G., ... Pearson, G. (2000). THE ICELAND PLUME IN SPACE AND TIME: A SR-ND-PB-HF STUDY OF THE NORTH ATLANTIC RIFTED MARGIN. EARTH PLANET SCI LETT, 177, 255-271.; [2260] KEMPTON P. D.(2000)  [GeoReM [4221] ]",KEMPTON,2000,17
PAPER|GEOROC|CITATION_ID|2781,GEOROC,PAPER|GEOROC|CITATION_ID|2781,,[2781] KENT R. W. (2000),KENT,2000,105
PAPER|GEOROC|CITATION_ID|6404,GEOROC,PAPER|GEOROC|CITATION_ID|6404,,[6404] KIRSTEIN L. A. (2000),KIRSTEIN,2000,16
PAPER|GEOROC|CITATION_ID|2721,GEOROC,PAPER|GEOROC|CITATION_ID|2721,,[2721] LAPIERRE H. (2000),LAPIERRE,2000,3
PAPER|GEOROC|CITATION_ID|4154,GEOROC,PAPER|GEOROC|CITATION_ID|4154,,[4154] LARSEN L. M. (2000),LARSEN,2000,1
PAPER|PETDB|CITATION_SHA1|f35094a8125ffadb,PetDB,PAPER|PETDB|CITATION_SHA1|f35094a8125ffadb,,"Le Roux, P. J. (2000). THE GEOCHEMISTRY OF SELECTED MID-OCEAN RIDGE BASALTS FROM THE SOUTHERN MID-ATLANTIC RIDGE (40-55 DEG S). THESIS OR DISSERTATION, DOCTORAL, UNIV CAPE TOWN; MONOGRAPHIC",LEROUX,2000,32
PAPER|GEOROC|CITATION_ID|2782,GEOROC,PAPER|GEOROC|CITATION_ID|2782,,[2782] LUTTINEN A. V. (2000),LUTTINEN,2000,196
PAPER|GEOROC|CITATION_ID|6402,GEOROC,PAPER|GEOROC|CITATION_ID|6402,,[6402] MAHONEY J. J.(2000)  [GeoReM [1418] ],MAHONEY,2000,27
