accuracy,balanced_accuracy,macro_f1,weighted_f1
0.8355802514119147,0.7454169926061093,0.6638206410097514,0.8381312717759765
0.8324641999834451,0.6771416984965504,0.6606714658222856,0.8371355964574276
0.8297477431873788,0.6880049903843835,0.6468176835926045,0.8295611858819256
0.8350033903412943,0.7019916450969725,0.6987692481565085,0.8331210425335538
0.8329822196005731,0.7301033040064361,0.6856441807174138,0.8377131820541571
0.8079167040660623,0.6473295136487025,0.6495799657330096,0.8082423445601435
0.8291847644503842,0.6832493813564242,0.6645956918941951,0.834464548148396
0.8172853828306265,0.6758505691863983,0.6767623038608622,0.8149086237636732
0.8311165558277914,0.7200508248461026,0.7179213644142202,0.8291782045777697
0.8430445766441202,0.7737711142280694,0.7119373586920732,0.8450492473154703
0.8651816141634112,0.6623654426676422,0.6615831170448132,0.8648360776434484
0.8423838641964041,0.720617784173599,0.6655966267374036,0.8488983215655324
0.839656466271992,0.709975639075635,0.6703544965365148,0.8457524337636189
0.8189817724701446,0.7341031655423382,0.6808949107724616,0.8240464738669693
0.8434641361032743,0.7116016312465157,0.6864705431088696,0.8455535970912134
0.8153145410794087,0.7186534711317527,0.6993323802890237,0.8167671011696581
0.8127395370228423,0.6909493984801527,0.6673535103007566,0.8092574752887025
0.8038324935987445,0.6871409950094902,0.6680905707260745,0.8018723740982354
0.8088170333068292,0.7357855222966871,0.710128140761781,0.8132238969305887
0.8168977013511143,0.709065210762211,0.6546040828485551,0.8262191972869836
0.8097206276310754,0.735638982817955,0.7061163604011177,0.8095668404966476
0.8446467766848224,0.6887486927490825,0.6765691429872656,0.8468519289677073
0.8385438611274965,0.7283891202800162,0.6852203205790092,0.8433584916908362
0.8619778768367179,0.7017169435659714,0.667006375836596,0.8638931053287582
0.8524467687710123,0.7267702447021019,0.7012905992502609,0.8533693395437477
0.8083111151972051,0.6943779674564262,0.6908884313537471,0.8073449353374141
0.8203039323202256,0.7359108798607548,0.7083102024018209,0.8200956486024218
0.8274865868757738,0.6835077873639444,0.6525031116715267,0.832702503744378
0.8453931500241196,0.7132906894838205,0.7087856305296536,0.8452471464371826
0.8768662459596737,0.7013394950607876,0.6663961383829067,0.881213184024181
0.8758554001785183,0.7358898874284638,0.6577842147174011,0.8833699198831368
0.8274016590848274,0.7192480711170408,0.7147467833354835,0.8266983472912108
0.8090295796574987,0.6968728240970941,0.6618180452194102,0.814832100179273
0.8432942763213352,0.7277473297905078,0.696854186825237,0.845079627786693
0.8001744508762192,0.69024858818466,0.6721587767321665,0.7942988467207179
0.8443905295741655,0.689431042124804,0.6682128255388631,0.8479061131698648
0.8200955388227674,0.7308199089713519,0.7281914732228693,0.8176056701079785
0.8210766349051226,0.6829866728991356,0.6731175098472072,0.8164525660206683
0.8108043599331689,0.6871999394349982,0.6882630133847889,0.8056169453354883
0.8299956653662766,0.7562537867981085,0.6593061671099107,0.8384156215327953
0.809304347826087,0.7217139844595863,0.6891594306340852,0.812975809818471
0.8330808080808081,0.7087669744015892,0.6954255583635666,0.8359537440905231
0.8138105567606653,0.6819052071865701,0.6733659099209665,0.8139156307557655
0.8318254390633315,0.6541217636587828,0.6521943004933657,0.8293994569063243
0.8381159541537689,0.6630127244857189,0.6497640330526733,0.8419196868428315
0.8516143982697358,0.6967901456076139,0.6985999139949677,0.8517904075088304
0.8230860433604336,0.6433719386672891,0.6525204941736014,0.8210305689450293
0.8488328171035733,0.7095362478688623,0.6536021312599023,0.8592450379455834
0.8300732512275618,0.7230222498307644,0.7116460634250266,0.8301265522954725
0.8259209772857415,0.692142510978034,0.6999109689636959,0.8222369263271467
0.8284473398479913,0.7368946119391677,0.7046215714623489,0.8320723408751377
0.852139772281115,0.7161596743645691,0.6996934210306675,0.8549391020071231
0.8496101599549876,0.6968102757884664,0.6903824015308769,0.850218744115598
0.8537216828478964,0.6922811333497846,0.6617944026987022,0.8585210598686044
0.8217510797016098,0.6819599463860139,0.6819618972831334,0.8190962430666678
0.8508174386920981,0.751442966696449,0.7354031723540595,0.8509908993972738
0.8122980172940868,0.6778384276514324,0.6684561263805293,0.8157000823295539
0.8441189657749215,0.7072790339308312,0.6721142164217766,0.8484299537063529
0.8555396550425548,0.7268867471511716,0.6920509928368139,0.8569449505149107
0.8485200751140124,0.695177680397761,0.6906522466434157,0.8472890326360983
0.8289531000435604,0.6857606829974741,0.6563639970170441,0.8248462638612613
0.8248415507449173,0.7066794862470639,0.7002068829152971,0.8179558796724575
0.8636363636363636,0.745457446509245,0.6859811157261257,0.8722727493075408
0.8392737617135207,0.7135465787559803,0.7036874235809332,0.8395336902223631
0.8269797421731123,0.6966930105359103,0.6787548124571205,0.8261707799852834
0.8272758740048459,0.7078566440734344,0.6864253775105507,0.8296577678558359
0.8310204852260927,0.6917919046392298,0.6803581149469837,0.8279187355798493
0.8253571428571429,0.7096689750574035,0.6820986397392406,0.8272478542402244
0.8432635983263599,0.6738213617277826,0.6563873827661295,0.843470034916805
0.8283864458084588,0.7111533033365807,0.7004024642140381,0.8302714652045429
0.814891929407099,0.7272299170390197,0.6937575356862511,0.8165682169052804
0.8583326846734646,0.7069333040512484,0.6665917796798742,0.8621551175563352
0.835296749179839,0.7002713588603462,0.6689024710568409,0.841539956346915
0.8213784636969484,0.7564479925963183,0.6839857182868676,0.8268468984549239
0.8403585897767434,0.7464686348704106,0.698094940826851,0.8427338967110038
0.8239151986578205,0.7194695147518811,0.6985078180284208,0.823346387381454
0.8535440849592492,0.7021124932509797,0.650264792235104,0.8602736518624166
0.8276144459913193,0.7043153938807031,0.6702466117601544,0.8270031595193221
0.8489483747609943,0.7215970717921827,0.6779199420693762,0.8486817191709252
0.8419447738438083,0.6965994761109546,0.6911496837615224,0.8436593647749797
0.8551900897052541,0.7260964830767838,0.6974308600456658,0.8610952258600122
0.8279542780299209,0.7424578880480166,0.7022205520287068,0.833190600264231
0.8485359497163881,0.7101598799085891,0.6950647436336133,0.8509727220241982
0.8734690810729582,0.7019907656442406,0.6609035098733775,0.8758627007290263
0.7999811746987951,0.7012949117023166,0.6679992822801792,0.8013758166939864
0.8279171034593984,0.7008816118303942,0.6792856693666793,0.8301954110611449
0.818522301668369,0.7317518426215903,0.6911895322932576,0.8203873961778057
0.8286490683229814,0.7218313142608574,0.714527346971106,0.826150885776402
0.8380521917107283,0.751549759804545,0.7548771955938316,0.8312249596210359
0.8567303940694498,0.6312561520179831,0.6155232294283668,0.8661339588850017
0.8295313543953422,0.7727085062571258,0.6797392484097129,0.8359365636130279
0.8418503674014696,0.689008357962396,0.6713831427347525,0.8423968034639071
0.8319556640991922,0.7617880201998565,0.7096558218753578,0.8376170037532749
0.8300721801895817,0.7385128980776019,0.7125781742802271,0.8284545213926255
0.8385551948051948,0.7326174373947631,0.6985396200991003,0.8407850726085953
0.8348513490290428,0.6880894957796396,0.6459773968807385,0.8406462874354578
0.8389532841587636,0.7369804803495945,0.6820593903202852,0.8466527762226997
